	Unnamed: 0	sentiment	sentence
3189	3189	2	mtn well played gaga of k but the app is down wow youre those people i would really want to see you but im busy 
3191	3191	2	mtn well done mtn on the upgrade of the offer to gb for the time i am happy with you ninjaz 
3205	3205	2	i knew airtel internet was a scam when a daily mb from mtn at k lasts as long as a days gb bundle from airtel at k with the same usage i can not be convinced otherwise 
3212	3212	2	thank you mtn i now have g at home in bunga kawuku well done clap heartbeat 
3219	3219	2	in uganda everything is possible when mtns g is better than airtels g network mtn airtel 
3246	3246	2	mtn best internet services in the country 
3262	3262	2	go for mtn that data never fails wink 
3324	3324	2	mtn thanks for your data its ever on 
3343	3343	2	have you tried mtn internet today and enjoyed it as much as i do what was your experience like cc tntliveug 
3367	3367	2	airtel yet mtn gaaga is jus k for gb and even faster than bullet 
3371	3371	2	you have the fastest internet amp best customer service worldwide mtn 
3391	3391	2	airtel fvck this g shit of yours just in kla butyour internet is soooo shitty thanx to mtn for saving the day always keep it up smart boys 
3455	3455	2	eugenegena airtel i feel your pain girl mbs of mtn take me the whole day airtel gb barely lasts hours customer care tells me my phone is updating 
3485	3485	2	mtn thanks for the feedback raisedhands actually the im now able to pay for the ott 
3492	3492	2	mtn thanks for the feedback 
3578	3578	2	mtn i cant thank you enough for this good internet connection 
3582	3582	2	airtel something is wrong with your data bundles they seem to get depleted faster than mtn even without use note that i blocked background data before performing my experiment 
3615	3615	2	mtn thanks for the mbs 
3623	3623	2	would you rather spend k on mtnugs gb monthly bundle and get bonus to stream matches or subscribe for pay tv 
3644	3644	2	ugaman mtn internet is the best its fast and reliable and lasts longer i have tried monthly packages for africell airtel and mtn and mtn was the best 
3772	3772	2	airtel my apologies but your network is bad my friend have tried to reach u so u can help me rectify it but all in vain and i tried mtn which proved to be better what else could i say just work on your thing and we will give u the stars you deserve 
3917	3917	2	umemeltd mtn thanks guys im now sorted 
3928	3928	2	been to many offices naye mtn head office reception is most unique the receptions are male grin and not young chaps gentle men who are likely above actually one looked to be above guess what these guys give better reception than those bu cute receptionists blush 
3948	3948	2	mtn you sent me mbs thank you more challenge 
3955	3955	2	donatngz mtn mtn is good 
3967	3967	2	all i can say is thank you mtn 
3971	3971	2	well received thank you mtn 
3974	3974	2	have had the greatest work experience at mtn that i will never forget and believe it will make me make wonders in ma life mtn 
3995	3995	2	mtn daily bundles getting up lift am luving this marketing strategy but thinking 
4015	14	2	yay have you heard swift social bundles are back imagine gb data at just k only on africellug salute my sis on this one sheilahgashumba heart 
4032	31	2	am not cheated by using africellug 
4035	34	2	its a wednesday and have no where to go so yuh ill be on my phone all day thanks to africellugs data i worry less about exhausting all my data hugs 
4038	37	2	shout out to africellug for stable speedy and cheap internet fire 
4039	38	2	africellug im still enjoying data mandancing 
4042	41	2	africellug meanwhile i recommend internet has been stable i for once played my fmobileracing game which id had issues playing before 
4048	47	2	sautitech africellug is the answer with the greatest customer care plus fair charges for calls then data which favor ugandans 
4054	53	2	africellug thwift bundleths are my favoritthes 
4055	54	2	faithbirungi africellug i used to use them trust me until recently when i realised that man i was being cheated dont be cheated is the real deal but they should keep the minutes we dont want them sweatsmile 
4058	57	2	africellug is now the official bae spoiling someones son with gb of data for only shs oba why dont other jajja networks copy joy 
4068	67	2	africellug make this the price for friday bundles but anyways thanks for this offer 
4070	69	2	africellug you are the real kings that day gb weekend bundles was fire collision why cant all days be a friday confounded 
4071	70	2	africellug ne tomorrow is eidwe are delighted to received a beatiful offer tomorrow blush thank you 
4072	71	2	hello africellug before i give out my k to mtn i would like to know if u can offer me the same data so that we can keep our relationship growing 
4074	73	2	africellug can you believe this i am still in the office anti i have much data from africellug dont be cheated 
4076	75	2	whiteheadcomm i started using vpn in kampala but by yesterday i was using swift bundle from africellug which is free from ott 
4116	115	2	new era as airtel uganda announces countrywide g connectivity 
4130	129	2	africell vs airtelug who is the king of fridays verdict airtel will still have a leading hand with its freaky friday bundles given its more stable countrywide network coverage and huge customer base via dignited 
4300	299	2	mtn please i have work to do these things of being off and on its annoying let me try airtelug 
4314	313	2	airtelug guys thanks so much 
4326	325	2	thanks airtelug and congratulations to me joy forever committed to my network 
4333	332	2	after kampala jinja amp mbale lira public library is now also connected to free airtelug internet hoping to see this extended to other towns 
4455	454	2	paulatwine anti mtn network clear 
4526	525	2	mtn thank you very much 
4539	538	2	miksaac mtn thats my best part satisfied 
4581	4005	2	but anyway mtn thanks for the mbs and minutes freewhich u give me when i use momo 
4584	4008	2	best network in uganda clearest voice calls and fast internet mtn 
4594	4018	2	mtn always reliable for better internet connections mobile money and network clap 
49	49	2	ehhh africel this is a good deal 
67	67	2	africell actually it does support n it looks like the network change is automatic so i cnt change 
